CODIGO,DEALER,TIENDAS,ZONA,TIPO TIENDA,CORREO INSTRUCTOR,NOMBRE INSTRUCTOR,CORREO SUPERVISOR,NOMBRE SUPERVISOR,CORREO PROMOTOR 1,CORREO PROMOTOR 1
20064,RIPLEY,RIPLEY PIURA,Zona 6,A,,,,,,
20077,RIPLEY,RIPLEY PIURA II,Zona 6,A,,,,,,
20066,RIPLEY,RIPLEY PLAZA LIMA NORTE,Zona 1,A,,,,,,
20023,RIPLEY,RIPLEY PRIMAVERA,Zona 4,A,,,,,,
20055,RIPLEY,RIPLEY PUCALLPA,Sin Zona,A,,,,,,
20086,RIPLEY,RIPLEY PUCALLPA I,Sin Zona,B,,,,,,
20079,RIPLEY,RIPLEY SALAVERRY,Zona 3,A,,,,,,
20027,RIPLEY,RIPLEY SAN ISIDRO,Zona 2,A,,,,,,
20028,RIPLEY,RIPLEY SAN MIGUEL,Zona 3,A,,,,,,
20073,RIPLEY,RIPLEY SANTA ANITA,Zona 2,A,,,,,,
20040,RIPLEY,RIPLEY TRUJILLO,Zona 6,A,,,,,,
207,SAGA,SAGA ANGAMOS,Zona 4,A,,,,,,
304,SAGA,SAGA AREQUIPA,Zona 5,A,,,,,,
206,SAGA,SAGA ATOCONGO,Zona 4,A,,,,,,
205,SAGA,SAGA BELLAVISTA,Zona 3,A,,,,,,
322,SAGA,SAGA CAJAMARCA,Zona 6,A,,,,,,
421,SAGA,SAGA CAÑETE,Sin Zona,B,,,,,,
211,SAGA,SAGA CENTRO CIVICO,Zona 3,A,,,,,,
307,SAGA,SAGA CHICLAYO MALL,Zona 6,A,,,,,,
309,SAGA,SAGA CHIMBOTE,Zona 6,A,,,,,,
324,SAGA,SAGA HUANCAYO,Zona 7,A,,,,,,
420,SAGA,SAGA HUANUCO,Sin Zona,A,,,,,,
323,SAGA,SAGA ICA MALL,Sin Zona,A,,,,,,
418,SAGA,SAGA IQUITOS,Sin Zona,A,,,,,,
102,SAGA,SAGA JOCKEY PLAZA,Zona 2,A,,,,,,
203,SAGA,SAGA LA MERCED,Zona 3,A,,,,,,
201,SAGA,SAGA LIMA,Zona 3,C,,,,,,
209,SAGA,SAGA LIMA NORTE,Zona 1,A,,,,,,
212,SAGA,SAGA MALL DEL SUR,Zona 4,A,,,,,,
204,SAGA,SAGA MEGA PLAZA,Zona 1,A,,,,,,
106,SAGA,SAGA MIRAFLORES,Zona 4,A,,,,,,
303,SAGA,SAGA PIURA,Zona 6,A,,,,,,
320,SAGA,SAGA PIURA MALL,Zona 6,A,,,,,,
321,SAGA,SAGA PORONGOCHE,Zona 5,A,,,,,,
419,SAGA,SAGA PUCALLPA,Sin Zona,A,,,,,,
210,SAGA,SAGA SALAVERRY,Zona 3,A,,,,,,
101,SAGA,SAGA SAN ISIDRO,Zona 2,A,,,,,,
202,SAGA,SAGA SAN MIGUEL,Zona 3,A,,,,,,
208,SAGA,SAGA SANTA ANITA,Zona 2,A,,,,,,
312,SAGA,SAGA TRUJILLO MALL,Zona 6,A,,,,,,
0,SONY STORE,SONY CENTER LIMA CHACARILLA,Zona 4,A,,,,,,
0,SONY STORE,SONY CENTER LIMA JOCKEY PLAZA,Zona 2,A,,,,,,
123,TOTTUS,TOTTUS ANGAMOS,Zona 4,B,,,,,,
316,TOTTUS,TOTTUS AREQUIPA,Zona 5,A,,,,,,
107,TOTTUS,TOTTUS ATOCONGO,Zona 4,A,,,,,,
157,TOTTUS,TOTTUS AVENIDA CENTRAL,Sin Zona,C,,,,,,
118,TOTTUS,TOTTUS BELLAVISTA,Zona 3,B,,,,,,
358,TOTTUS,TOTTUS CAJAMARCA,Sin Zona,B,,,,,,
117,TOTTUS,TOTTUS CANTA CALLAO,Zona 1,B,,,,,,
337,TOTTUS,TOTTUS CAÑETE,Sin Zona,B,,,,,,
317,TOTTUS,TOTTUS CAYMA,Sin Zona,B,,,,,,
356,TOTTUS,TOTTUS CHEPEN,Sin Zona,B,,,,,,
339,TOTTUS,TOTTUS CHICLAYO LEGUIA,Sin Zona,C,,,,,,
310,TOTTUS,TOTTUS CHICLAYO OPEN,Zona 6,A,,,,,,
336,TOTTUS,TOTTUS CHICLAYO SAN JOSE,Sin Zona,C,,,,,,
335,TOTTUS,TOTTUS CHIMBOTE,Sin Zona,C,,,,,,
332,TOTTUS,TOTTUS CHINCHA,Sin Zona,B,,,,,,
357,TOTTUS,TOTTUS CUSCO,Sin Zona,C,,,,,,
372,TOTTUS,TOTTUS HUACHO,Sin Zona,C,,,,,,
375,TOTTUS,TOTTUS HUANCAYO,Sin Zona,A,,,,,,
451,TOTTUS,TOTTUS HUANUCO,Sin Zona,C,,,,,,
359,TOTTUS,TOTTUS HUARAL,Sin Zona,B,,,,,,
110,TOTTUS,TOTTUS HUAYLAS,Zona 4,B,,,,,,
313,TOTTUS,TOTTUS ICA,Sin Zona,B,,,,,,
124,TOTTUS,TOTTUS JOCKEY PLAZA,Zona 2,A,,,,,,
105,TOTTUS,TOTTUS LA MARINA,Zona 3,A,,,,,,
---,TOTTUS,TOTTUS LA MOLINA,Sin Zona,C,,,,,,
115,TOTTUS,TOTTUS LA POLVORA,Sin Zona,B,,,,,,
104,TOTTUS,TOTTUS LAS BEGONIAS,Zona 2,C,,,,,,
116,TOTTUS,TOTTUS LIMA CENTRO,Zona 3,C,,,,,,
156,TOTTUS,TOTTUS LOS OLIVOS,Sin Zona,B,,,,,,
175,TOTTUS,TOTTUS MALL DEL SUR,Zona 4,A,,,,,,
103,TOTTUS,TOTTUS MEGA PLAZA,Zona 1,A,,,,,,
179,TOTTUS,TOTTUS MEGA PLAZA VILLA EL SALVADOR,Zona 4,C,,,,,,
352,TOTTUS,TOTTUS PACASMAYO,Sin Zona,C,,,,,,
119,TOTTUS,TOTTUS PACHACUTEC,Zona 7,B,,,,,,
315,TOTTUS,TOTTUS PIURA,Zona 6,B,,,,,,
371,TOTTUS,TOTTUS PIURA MALL,Sin Zona,B,,,,,,
450,TOTTUS,TOTTUS PUCALLPA,Sin Zona,B,,,,,,
120,TOTTUS,TOTTUS PUENTE PIEDRA,Zona 1,B,,,,,,
112,TOTTUS,TOTTUS QUILCA,Sin Zona,B,,,,,,
113,TOTTUS,TOTTUS SAENZ PEÑA,Sin Zona,C,,,,,,
171,TOTTUS,TOTTUS SAN HILARION,Zona 7,B,,,,,,
114,TOTTUS,TOTTUS SAN LUIS,Sin Zona,C,,,,,,
155,TOTTUS,TOTTUS SANTA ANITA,Zona 2,A,,,,,,
350,TOTTUS,TOTTUS SULLANA,Sin Zona,B,,,,,,
311,TOTTUS,TOTTUS TRUJILLO I,Zona 6,A,,,,,,
314,TOTTUS,TOTTUS TRUJILLO II,Zona 6,B,,,,,,
122,OECHSLE,OECHSLE PARQUE KENNEDY,Sin Zona,C,,,,,,
,TAILOY,TAILOY BARRANCO,Sin Zona,C,,,,,,
,TAILOY,TAILOY BOLICHERA,Sin Zona,C,,,,,,
,TAILOY,TAILOY CAJAMARCA,Sin Zona,C,,,,,,
,TAILOY,TAILOY CAMELIAS,Sin Zona,C,,,,,,
,TAILOY,TAILOY CAVENECIA,Sin Zona,C,,,,,,
,TAILOY,TAILOY CHORRILLOS,Sin Zona,C,,,,,,
,TAILOY,TAILOY FERRERO,Sin Zona,C,,,,,,
,TAILOY,TAILOY LARCO,Sin Zona,C,,,,,,
,TAILOY,TAILOY LOBATON LINCE,Sin Zona,C,,,,,,
,TAILOY,TAILOY MAGDALENA,Sin Zona,C,,,,,,
,TAILOY,TAILOY MALL LIMA SUR,Sin Zona,C,,,,,,
,TAILOY,TAILOY MATELLINI,Sin Zona,C,,,,,,
,TAILOY,TAILOY MINKA,Sin Zona,C,,,,,,
,TAILOY,TAILOY MIRAFLORES,Sin Zona,C,,,,,,
,TAILOY,TAILOY PARDO,Sin Zona,C,,,,,,
,TAILOY,TAILOY SAN BORJA,Sin Zona,C,,,,,,
,TAILOY,TAILOY SAN MIGUEL,Sin Zona,C,,,,,,
,TAILOY,TAILOY SAN LUIS,Sin Zona,C,,,,,,
,TAILOY,TAILOY SURCO,Sin Zona,C,,,,,,
E913,CONECTA RETAIL,EFE PICHANAKI,Sin Zona,C,,,,,,
P317,PARIS,PARIS MALL DEL SUR,Sin Zona,C,,,,,,
P048,GALLO MAS GALLO,GMG PUCALLPA,Sin Zona,C,,,,,,
20017,RIPLEY,RIPLEY ESTACION R VES,Sin Zona,C,,,,,,
B90,COOLBOX,COOLBOX REAL PLAZA SALAVERRY,Sin Zona,C,,,,,,
CD9,COOLBOX,COOLBOX ALMACEN YOBEL,Sin Zona,C,,,,,,
K06,COOLBOX,COOLBOX TIL TDA SALAVERRY,Sin Zona,C,,,,,,
K09,COOLBOX,COOLBOX TIL TDA BEGONIAS,Sin Zona,C,,,,,,
K22,COOLBOX,COOLBOX TIL FERRERO LA MOLINA,Sin Zona,C,,,,,,
K25,COOLBOX,COOLBOX TIL PLAZA LIMA SUR CHORRILLOS,Sin Zona,C,,,,,,
K43,COOLBOX,COOLBOX TIL MEGAPLAZA 2DO NIVEL,Sin Zona,C,,,,,,
K63,COOLBOX,TIL063- ENCALADA,Sin Zona,C,,,,,,
K71,COOLBOX,COOLBOX TIL PLAZA LIMA NORTE,Sin Zona,C,,,,,,
T05,COOLBOX,COOLBOX MEGAPLAZA,Sin Zona,C,,,,,,
T22,COOLBOX,COOLBOX MALL SUR,Sin Zona,C,,,,,,
E091,CONECTA RETAIL,EFE HUANCABAMBA,Sin Zona,C,,,,,,
10,SODIMAC,SODIMAC LIMA CENTRO,Sin Zona,C,,,,,,
25,SODIMAC,SODIMAC ATE,Sin Zona,C,,,,,,
26,SODIMAC,SODIMAC SJL,Sin Zona,C,,,,,,
30,SODIMAC,SODIMAC VES,Sin Zona,C,,,,,,
6,SODIMAC,SODIMAC ATOCONGO,Sin Zona,C,,,,,,
8,SODIMAC,SODIMAC LA VICTORIA,Sin Zona,C,,,,,,
B38,COOLBOX,COOLBOX METRO HUAYLAS,Sin Zona,C,,,,,,
B47,COOLBOX,COOLBOX RASH ILO,Sin Zona,C,,,,,,
B55,COOLBOX,COOLBOX LARCO,Sin Zona,C,,,,,,
B61,COOLBOX,COOLBOX AEROPUERTO,Sin Zona,C,,,,,,
K11,COOLBOX,COOLBOX TDA SAN MIGUEL,Sin Zona,C,,,,,,
K18,COOLBOX,COOLBOX YANAHUARA - AREQUIPA,Sin Zona,C,,,,,,
K57,COOLBOX,COOLBOX ATOCONGO,Sin Zona,C,,,,,,
K58,COOLBOX,COOLBOX JR DE LA UNION,Sin Zona,C,,,,,,
T04,COOLBOX,COOLBOX SANTA ANITA,Sin Zona,C,,,,,,
